Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity not corrected 4	Reporter intensity not corrected 5	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Acetyl (K) site IDs	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Acetyl (K) site positions	Deamidation (NQ) site positions	Oxidation (M) site positions
Q9D735	Q9D735	1	1	1	Uncharacterized protein C19orf43 homolog		>Q9D735 Telomerase RNA component interacting RNase OS=Mus musculus OX=10090 GN=Trir PE=1 SV=1	1	1	1	1	4	4	4	18.376	173	173	4				1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1424	3141	True	3449	4976	5117	5117	3149			131		
Q9D7N3	Q9D7N3	1	1	1	28S ribosomal protein S9, mitochondrial	Mrps9	>Q9D7N3 28S ribosomal protein S9, mitochondrial OS=Mus musculus OX=10090 GN=Mrps9 PE=1 SV=3	1	1	1	1	2.1	2.1	2.1	44.929	390	390	3			1		0	9.3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1425	3509	True	3844	5505	5655	5655	3150			174		
Q9D7P7	Q9D7P7	1	1	1	Chloride intracellular channel protein 3	Clic3	>Q9D7P7 Chloride intracellular channel protein 3 OS=Mus musculus OX=10090 GN=Clic3 PE=1 SV=2	1	1	1	1	3.8	3.8	3.8	26.845	237	237	2		1			1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1426	3694	True	4043	5777	5933	5933	3151			213		
Q9D823	Q9D823	4	4	4	60S ribosomal protein L37	Rpl37	>Q9D823 60S ribosomal protein L37 OS=Mus musculus OX=10090 GN=Rpl37 PE=3 SV=3	1	4	4	4	25.8	25.8	25.8	11.078	97	97	2.67	2	1		3	0	28.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1427	367;1272;2536;3191	True;True;True;True	401;1376;2774;3501	613;1999;4018;4019;5048;5049	633;2062;4142;4143;5189;5190	633;2062;4142;5189	3152;3153;3154;3155			3;10;14;42		
Q9D832	Q9D832	1	1	1	DnaJ homolog subfamily B member 4	Dnajb4	>Q9D832 DnaJ homolog subfamily B member 4 OS=Mus musculus OX=10090 GN=Dnajb4 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	37.781	337	337	2		1			0	6.7331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1428	3012	True	3307	4761	4899	4899	3156			44		
Q9D855	Q9D855	2	2	2	Cytochrome b-c1 complex subunit 7	Uqcrb	>Q9D855 Cytochrome b-c1 complex subunit 7 OS=Mus musculus OX=10090 GN=Uqcrb PE=1 SV=3	1	2	2	2	23.4	23.4	23.4	13.527	111	111	2.5		1	1		0	17.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1429	419;1420	True;True	461;1534	693;2237	717;2308	717;2308	3157;3158			45;78		
Q9D864	Q9D864	1	1	1	Actin-related protein 6	Actr6	>Q9D864 Actin-related protein 6 OS=Mus musculus OX=10090 GN=Actr6 PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	45.785	396	396	1	1				0.0088776	5.5569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1430	669	True	727	1051	1082	1082	3159		378	260		255
Q9D880	Q9D880	1	1	1	Mitochondrial import inner membrane translocase subunit TIM50	Timm50	>Q9D880 Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus OX=10090 GN=Timm50 PE=1 SV=1	1	1	1	1	5.1	5.1	5.1	39.776	353	353	2		1			0	19.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1431	252	True	272	417	431	431	3160			64		
Q9D892	Q9D892	1	1	1	Inosine triphosphate pyrophosphatase	Itpa	>Q9D892 Inosine triphosphate pyrophosphatase OS=Mus musculus OX=10090 GN=Itpa PE=1 SV=2	1	1	1	1	4.5	4.5	4.5	21.897	198	198	4				1	0.0049054	5.8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1432	2885	True	3165	4562	4692	4692	3161			172		
Q9D898	Q9D898	1	1	1	Actin-related protein 2/3 complex subunit 5-like protein	Arpc5l	>Q9D898 Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus OX=10090 GN=Arpc5l PE=1 SV=1	1	1	1	1	7.8	7.8	7.8	16.98	153	153	4				1	0	6.6149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1433	2597	True	2838	4102	4227	4227	3162			69		
Q9D8B3	Q9D8B3	2	2	2	Charged multivesicular body protein 4b	Chmp4b	>Q9D8B3 Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2	1	2	2	2	8	8	8	24.936	224	224	4				2	0	12.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1434	1940;2171	True;True	2112;2355	3076;3431	3176;3540	3176;3540	3163;3164			14;39		
Q9D8E6	Q9D8E6	1	1	1	60S ribosomal protein L4	Rpl4	>Q9D8E6 60S ribosomal protein L4 OS=Mus musculus OX=10090 GN=Rpl4 PE=1 SV=3	1	1	1	1	1.9	1.9	1.9	47.153	419	419	3			1		0.00083682	6.3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1435	634	True	689	1000	1031	1031	3165			172		
Q9D8N0	Q9D8N0	2	2	2	Elongation factor 1-gamma	Eef1g	>Q9D8N0 Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3	1	2	2	2	4.8	4.8	4.8	50.06	437	437	2.22	3	2	3	1	0	20.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1436	325;2673	True;True	354;355;2921	544;545;546;547;548;549;550;551;4219	559;560;561;562;563;564;565;566;567;568;569;570;4345	566;4345	3166;3167	127		136;434	431	
Q9D8S4	Q9D8S4	1	1	1	Oligoribonuclease, mitochondrial	Rexo2	>Q9D8S4 Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2	1	1	1	1	4.2	4.2	4.2	26.738	237	237	4				2	0	9.9892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1437	712	True	772	1122;1123	1153;1154	1153	3168			103		
Q9D8U6	Q9D8U6	1	1	1	Mast cell-expressed membrane protein 1	Mcemp1	>Q9D8U6 Mast cell-expressed membrane protein 1 OS=Mus musculus OX=10090 GN=Mcemp1 PE=2 SV=1	1	1	1	1	4.4	4.4	4.4	20.648	183	183	1	1				0.0099379	5.5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1438	2017	True	2197	3209	3312	3312	3169			168		
Q9D8V0	Q9D8V0	1	1	1	Minor histocompatibility antigen H13	Hm13	>Q9D8V0 Minor histocompatibility antigen H13 OS=Mus musculus OX=10090 GN=Hm13 PE=1 SV=1	1	1	1	1	3.7	3.7	3.7	41.747	378	378	2	2			1	0	15.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1439	1154	True	1246;1247	1809;1810;1811	1863;1864;1865	1864	3170		379	61		66
Q9D8W5	Q9D8W5	2	2	2	26S proteasome non-ATPase regulatory subunit 12	Psmd12	>Q9D8W5 26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=4	1	2	2	2	3.5	3.5	3.5	52.895	456	456	2.33		2	1		0	12.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1440	3023;3248	True;True	3318;3565	4774;4775;5132	4912;4913;5273	4912;5273	3171;3172			98;207		
Q9D8W7	Q9D8W7	1	1	1	OCIA domain-containing protein 2	Ociad2	>Q9D8W7 OCIA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ociad2 PE=1 SV=1	1	1	1	1	5.2	5.2	5.2	16.925	154	154	2		1			0	6.5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1441	1037	True	1121	1628	1667	1667	3173			41		
Q9D8Y8	Q9D8Y8	1	1	1	Inhibitor of growth protein 5	Ing5	>Q9D8Y8 Inhibitor of growth protein 5 OS=Mus musculus OX=10090 GN=Ing5 PE=1 SV=1	1	1	1	1	4.2	4.2	4.2	27.798	240	240	4				1	0.0099751	5.5046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1442	2840	True	3112	4487	4617	4617	3174			154		
Q9D937	Q9D937	1	1	1		1810009A15Rik	>Q9D937 Uncharacterized protein C11orf98 homolog OS=Mus musculus OX=10090 PE=1 SV=1	1	1	1	1	7.3	7.3	7.3	14.098	123	123	3			2		0	7.5846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1443	229	True	249	379;380	393;394	394	3175			67		
Q9DAK9	Q9DAK9	1	1	1	14 kDa phosphohistidine phosphatase	Phpt1	>Q9DAK9 14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1	1	1	1	1	12.1	12.1	12.1	13.996	124	124	2		1			0	22.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1444	3405	True	3730	5361	5508	5508	3176			37		
Q9DAN1	Q9DAN1	1	1	1	Protein disulfide-isomerase-like protein of the testis	Pdilt	>Q9DAN1 Protein disulfide-isomerase-like protein of the testis OS=Mus musculus OX=10090 GN=Pdilt PE=1 SV=2	1	1	1	1	1.2	1.2	1.2	67.758	588	588	1	1				0.0098949	5.4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1445	2113	True	2295	3338	3445	3445						
Q9DAN6	Q9DAN6	1	1	1	Gametocyte-specific factor 1	Gtsf1	>Q9DAN6 Gametocyte-specific factor 1 OS=Mus musculus OX=10090 GN=Gtsf1 PE=1 SV=1	1	1	1	1	6.6	6.6	6.6	19.083	167	167	3			1		0.0029851	5.9604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1446	2995	True	3287	4734	4869	4869		128	380		143	148
Q9DAR7	Q9DAR7	2	2	2	m7GpppX diphosphatase	Dcps	>Q9DAR7 m7GpppX diphosphatase OS=Mus musculus OX=10090 GN=Dcps PE=1 SV=1	1	2	2	2	5	5	5	38.988	338	338	3		2	1	2	0	39.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1447	1398;3283	True;True	1509;1510;3601	2196;2197;2198;5180;5181	2267;2268;2269;5322;5323	2267;5322	3177;3178		381	137;141		143
Q9DAW6	Q9DAW6	1	1	1	U4/U6 small nuclear ribonucleoprotein Prp4	Prpf4	>Q9DAW6 U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus OX=10090 GN=Prpf4 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	58.369	521	521	3			1		0	7.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1448	1925	True	2096	3059	3159	3159	3179			26		
Q9DAW9	Q9DAW9	1	1	1	Calponin-3	Cnn3	>Q9DAW9 Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	36.428	330	330	4				1	0.00083612	6.3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1449	2809	True	3074	4438	4568	4568	3180			156		
Q9DB20	Q9DB20	7	7	7	ATP synthase subunit O, mitochondrial	Atp5o	>Q9DB20 ATP synthase subunit O, mitochondrial OS=Mus musculus OX=10090 GN=Atp5o PE=1 SV=1	1	7	7	7	27.7	27.7	27.7	23.363	213	213	1.94	4	11	1	1	0	50.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1450	1501;1852;2159;2978;3390;3452;3743	True;True;True;True;True;True;True	1623;1624;2014;2342;3268;3715;3782;3783;4100;4101	2372;2373;2374;2375;2950;2951;3413;4709;5340;5431;5432;5433;5850;5851;5852;5853;5854	2448;2449;2450;2451;3047;3048;3522;4842;5486;5579;5580;5581;6007;6008;6009;6010;6011	2450;3047;3522;4842;5486;5580;6010	3181;3182;3183;3184;3185;3186;3187	129	382;383;384	60;70;90;97;176;192;199	93	182;185;196
Q9DB25	Q9DB25	1	1	1	Dolichyl-phosphate beta-glucosyltransferase	Alg5	>Q9DB25 Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg5 PE=1 SV=1	1	1	1	1	2.8	2.8	2.8	36.79	324	324	3			1		0	12.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1451	3629	True	3973	5686	5840	5840	3188			126		
Q9DB29	Q9DB29	1	1	1	Isoamyl acetate-hydrolyzing esterase 1 homolog	Iah1	>Q9DB29 Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1	1	1	1	1	3.2	3.2	3.2	27.974	249	249	4				1	0.0023962	6.1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1452	637	True	692	1003	1034	1034	3189			148		
Q9DB43	Q9DB43	1	1	1	Zinc finger protein-like 1	Zfpl1	>Q9DB43 Zinc finger protein-like 1 OS=Mus musculus OX=10090 GN=Zfpl1 PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	34.155	310	310	2		1			0	21.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1453	3088	True	3390	4887	5026	5026	3190			234		
Q9DB77	Q9DB77	5	5	5	Cytochrome b-c1 complex subunit 2, mitochondrial	Uqcrc2	>Q9DB77 Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1	1	5	5	5	11.5	11.5	11.5	48.234	453	453	3.14	1		3	3	0	39.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1454	306;1009;1065;1743;3022	True;True;True;True;True	333;1091;1149;1895;3317	511;1580;1668;1669;2767;4772;4773	526;1619;1716;1717;2860;4910;4911	526;1619;1717;2860;4910	3191;3192;3193;3194;3195			98;159;250;375;435		
Q9DBB5	Q9DBB5	1	1	1	Eukaryotic translation initiation factor 4E type 3	Eif4e3	>Q9DBB5 Eukaryotic translation initiation factor 4E type 3 OS=Mus musculus OX=10090 GN=Eif4e3 PE=1 SV=1	1	1	1	1	8.2	8.2	8.2	22.836	207	207	4				1	0	7.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1455	313	True	340	519	534	534	3196			192		
Q9DBC3	Q9DBC3	1	1	1	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1	Cmtr1	>Q9DBC3 Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Mus musculus OX=10090 GN=Cmtr1 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	95.675	837	837	2		1			0	6.9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1456	3107	True	3412	4917	5056	5056	3197			14		
Q9DBC7	Q9DBC7	1	1	1	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	Prkar1a	>Q9DBC7 cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar1a PE=1 SV=3	1	1	1	1	2.9	2.9	2.9	43.185	381	381	4				1	0	6.6991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1457	3481	True	3813	5468	5616	5616	3198			367		
Q9DBD5	Q9DBD5	1	1	1	Proline-, glutamic acid- and leucine-rich protein 1	Pelp1	>Q9DBD5 Proline-, glutamic acid- and leucine-rich protein 1 OS=Mus musculus OX=10090 GN=Pelp1 PE=1 SV=2	1	1	1	1	1.4	1.4	1.4	118.07	1123	1123	1	1				0	6.3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1458	1258	True	1360	1977	2039	2039	3199			491		
Q9DBE0	Q9DBE0	1	1	1	Cysteine sulfinic acid decarboxylase	Csad	>Q9DBE0 Cysteine sulfinic acid decarboxylase OS=Mus musculus OX=10090 GN=Csad PE=1 SV=1	1	1	1	1	1.4	1.4	1.4	55.144	493	493	1	1				0.0072273	5.6506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1459	3591	True	3934	5632	5786	5786	3200			212		
Q9DBE9	Q9DBE9	1	1	1	pre-rRNA processing protein FTSJ3	Ftsj3	>Q9DBE9 pre-rRNA processing protein FTSJ3 OS=Mus musculus OX=10090 GN=Ftsj3 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	95.531	838	838	2		1			0	6.5299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1460	3300	True	3618	5206	5348	5348	3201			233		
Q9DBF1	Q9DBF1	2	2	2	Alpha-aminoadipic semialdehyde dehydrogenase	Aldh7a1	>Q9DBF1 Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4	1	2	2	2	2.8	2.8	2.8	58.861	539	539	1.33	2	1			0	16.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1461	580;2672	True;True	630;2920	917;918;4218	947;948;4344	948;4344	3202;3203			86;94		
Q9DBG3	Q9DBG3	2	1	1	AP-2 complex subunit beta	Ap2b1	>Q9DBG3 AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1	1	2	1	1	2	1.1	1.1	104.58	937	937	1	1				0	7.1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1462	1996;2830	False;True	2174;3100	3179;4474	3282;4604	3282;4604	219;3204			139;318		
Q9DBG5	Q9DBG5	2	2	2	Perilipin-3	Plin3	>Q9DBG5 Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1	1	2	2	2	7.6	7.6	7.6	47.262	437	437	2		3			0	43.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1463	2499;3241	True;True	2732;3558	3958;3959;5123	4080;4081;4082;5264	4081;5264	3205;3206			261;322		
Q9DBG6	Q9DBG6	2	2	2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	Rpn2	>Q9DBG6 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1	1	2	2	2	3	3	3	69.062	631	631	3.6			2	3	0	16.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1464	2158;2430	True;True	2341;2642	3411;3412;3825;3826;3827	3520;3521;3945;3946;3947	3520;3945	3207;3208		385	311;627		620
Q9DBJ1	Q9DBJ1	2	2	1	Phosphoglycerate mutase 1	Pgam1	>Q9DBJ1 Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3	1	2	2	1	9.1	9.1	5.1	28.832	254	254	2.08	3	6	2	1	0	74.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1465	86;1446	True;True	89;90;1562	123;124;125;126;127;128;129;130;131;2281;2282;2283	124;125;126;127;128;129;130;131;132;133;2356;2357;2358	125;2356	274;3209	234		100;106	111	
Q9DBJ3	Q9DBJ3	2	2	2	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	Baiap2l1	>Q9DBJ3 Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Mus musculus OX=10090 GN=Baiap2l1 PE=1 SV=1	1	2	2	2	3.3	3.3	3.3	57.187	514	514	2.5	1			1	0	12.529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1466	466;622	True;True	508;674	753;982	780;1012	780;1012	3210;3211			106;190		
Q9DBL1	Q9DBL1	1	1	1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	Acadsb	>Q9DBL1 Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadsb PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	47.874	432	432	3			1		0	7.4381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1467	558	True	608	884	914	914	3212			248		
Q9DBM2	Q9DBM2	2	2	2	Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase	Ehhadh	>Q9DBM2 Peroxisomal bifunctional enzyme OS=Mus musculus OX=10090 GN=Ehhadh PE=1 SV=4	1	2	2	2	3.2	3.2	3.2	78.301	718	718	1.67	1	2			0	17.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1468	629;856	True;True	683;928	992;1336;1337	1022;1370;1371	1022;1370	3213;3214			348;605		
Q9DBP0	Q9DBP0	1	1	1	Sodium-dependent phosphate transport protein 2B	Slc34a2	>Q9DBP0 Sodium-dependent phosphate transport protein 2B OS=Mus musculus OX=10090 GN=Slc34a2 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	76.244	697	697	2		1			0	7.2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1469	1241	True	1343	1958	2020	2020	3215			400		
Q9DBR0	Q9DBR0	2	2	2	A-kinase anchor protein 8	Akap8	>Q9DBR0 A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1	1	2	2	2	2.6	2.6	2.6	76.293	687	687	3			2		0	11.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1470	1082;1399	True;True	1167;1511	1694;2199	1742;2270	1742;2270	3216;3217			409;471		
Q9DBR7	Q9DBR7	1	1	1	Protein phosphatase 1 regulatory subunit 12A	Ppp1r12a	>Q9DBR7 Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus OX=10090 GN=Ppp1r12a PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	114.99	1029	1029	2		1			0.0035791	5.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1471	2160	True	2343	3414	3523	3523	3218			932		
Q9DBX7	Q9DBX7	1	1	1	Hairy/enhancer-of-split related with YRPW motif-like protein	Heyl	>Q9DBX7 Hairy/enhancer-of-split related with YRPW motif-like protein OS=Mus musculus OX=10090 GN=Heyl PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	34.928	326	326	1	1				0.006012	5.6882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1472	1573	True	1709	2504	2584	2584						
Q9DC50	Q9DC50	2	2	2	Peroxisomal carnitine O-octanoyltransferase	Crot	>Q9DC50 Peroxisomal carnitine O-octanoyltransferase OS=Mus musculus OX=10090 GN=Crot PE=1 SV=1	1	2	2	2	2.1	2.1	2.1	70.264	612	612	1	2				0	13.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1473	407;2435	True;True	447;2650	673;3835	695;3955	695;3955	3219;3220			495;501		
Q9DC61	Q9DC61	1	1	1	Mitochondrial-processing peptidase subunit alpha	Pmpca	>Q9DC61 Mitochondrial-processing peptidase subunit alpha OS=Mus musculus OX=10090 GN=Pmpca PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	58.278	524	524	3			2		0.0030651	6.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1474	2617	True	2860	4130;4131	4255;4256	4255	3221			477		
Q9DC69	Q9DC69	1	1	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	Ndufa9	>Q9DC69 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa9 PE=1 SV=2	1	1	1	1	4.2	4.2	4.2	42.525	377	377	3			1		0.0016181	6.2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1475	534	True	582	846	875	875	3222			261		
Q9DCD0	Q9DCD0	7	7	7	6-phosphogluconate dehydrogenase, decarboxylating	Pgd	>Q9DCD0 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Pgd PE=1 SV=3	1	7	7	7	10.1	10.1	10.1	53.247	483	483	2.12	4	1	1	2	0	46.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1476	794;1218;1655;1965;3072;3531;3599	True;True;True;True;True;True;True	857;1319;1798;2140;3374;3871;3942	1240;1929;2635;3133;4863;5548;5642;5643	1274;1991;2724;3235;5002;5700;5796;5797	1274;1991;2724;3235;5002;5700;5797	3223;3224;3225;3226;3227;3228;3229			253;303;308;316;317;325;375		
Q9DCD6	Q9DCD6	1	1	1	Gamma-aminobutyric acid receptor-associated protein	Gabarap	>Q9DCD6 Gamma-aminobutyric acid receptor-associated protein OS=Mus musculus OX=10090 GN=Gabarap PE=1 SV=2	1	1	1	1	6.8	6.8	6.8	13.918	117	117	3			1		0.0035486	5.8451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1477	664	True	722	1045	1076	1076	3230			13		
Q9DCJ5	Q9DCJ5	1	1	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	Ndufa8	>Q9DCJ5 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus OX=10090 GN=Ndufa8 PE=1 SV=3	1	1	1	1	8.7	8.7	8.7	19.992	172	172	3			1		0	6.4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1478	0	True	0	0	0	0	3231			38		
Q9DCM2	Q9DCM2	4	4	4	Glutathione S-transferase kappa 1	Gstk1	>Q9DCM2 Glutathione S-transferase kappa 1 OS=Mus musculus OX=10090 GN=Gstk1 PE=1 SV=3	1	4	4	4	15.5	15.5	15.5	25.704	226	226	2.62	2		5	1	0	32.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1479	435;1614;1765;2528	True;True;True;True	477;1753;1754;1920;2766	711;712;2564;2565;2566;2567;2799;4007	737;738;2647;2648;2649;2650;2892;4131	737;2648;2892;4131	3232;3233;3234;3235	235		62;93;165;167	163	
